url_length,url_path_depth,url_num_dots,url_num_special,url_num_hyphens,url_num_underscores,url_num_percent,url_num_equal,url_num_ampersand,url_entropy,url_has_risky_ext,url_has_double_encoding,query_length,query_num_params,query_num_equals,query_num_special,query_num_percent,query_entropy,query_has_sqli,query_has_xss,query_has_traversal,query_has_encoding,query_is_empty,body_length,body_entropy,body_num_params,body_num_special,body_num_percent,body_num_quotes,body_num_semicolons,body_num_brackets,body_has_sqli,body_has_xss,body_has_traversal,body_has_encoding,body_is_empty,method_get,method_post,method_put,method_suspicious,cookie_length,cookie_has_sqli,cookie_has_xss,cookie_is_present,content_type_is_form,content_type_is_json,content_type_is_none,connection_is_close,connection_keep_alive,post_no_content_type,get_with_body,post_empty_body,content_length_mismatch,label,attack_class,request_id
117,8,2,0,0,1,0,0,0,5.004,0,0,94,3,3,0,10,4.2667,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,42,0,0,1,0,0,1,0,1,0,0,0,0,1,PathTransversal,36293
51,5,2,0,0,1,0,0,0,4.9054,0,0,50,4,4,0,0,4.5255,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,21974
132,12,1,0,1,2,0,0,0,5.3211,0,0,209,11,11,0,1,5.33,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,0,0,1,0,0,1,0,0,0,0,0,0,0,Valid,14867
120,7,1,0,0,1,0,0,0,5.3325,0,0,296,8,8,0,20,5.2817,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,113,1,0,1,0,0,1,1,0,0,0,0,0,1,SSI,40273
159,12,2,0,4,0,0,0,0,5.2373,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18,0,0,1,1,0,0,0,0,0,0,1,1,1,XPathInjection,48688
64,5,1,0,0,0,0,0,0,5.0645,0,0,34,2,2,0,0,4.4404,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,84,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,27857
60,6,1,0,2,1,0,0,0,5.1232,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,53,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,29608
26,2,1,0,0,2,0,0,0,4.2389,1,0,321,14,14,0,16,5.292,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,0,0,1,0,0,1,1,0,0,0,0,0,1,XPathInjection,48806
85,6,2,0,1,0,0,0,0,5.0399,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,122,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,9046
65,6,1,0,0,0,0,0,0,4.9106,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,89,1,0,1,0,0,1,0,1,0,0,0,0,1,SqlInjection,41275
77,7,1,0,0,0,15,0,0,3.3691,1,0,6,0,0,0,0,2.585,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,1,0,1,0,0,1,1,0,0,0,0,0,1,OsCommanding,44325
92,11,4,0,1,0,0,0,0,5.1776,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53,1,0,1,1,0,0,1,0,0,0,0,1,0,Valid,5708
141,12,2,0,0,4,0,0,0,5.5149,0,0,160,5,5,0,12,4.9141,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,34,1,0,1,0,0,1,0,0,0,0,0,0,1,SSI,40154
60,4,2,0,0,1,0,0,0,4.8297,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,47,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,11321
77,7,1,0,0,1,0,0,0,5.1216,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,53,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,19929
23,3,1,0,0,0,0,0,0,4.2299,1,0,150,6,6,0,4,4.9635,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,42,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,27680
145,11,2,0,3,1,0,0,0,5.5059,1,0,130,5,5,0,4,4.9589,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,28841
82,6,1,0,0,0,0,0,0,5.1031,0,0,227,8,8,0,7,5.2817,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,39,1,0,1,0,0,1,1,0,0,0,0,0,1,SqlInjection,35393
68,6,1,0,1,1,0,0,0,5.1901,1,0,208,12,12,0,2,5.1458,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,21978
120,9,2,0,1,2,0,0,0,5.2829,0,0,160,9,9,0,1,5.0616,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,61,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,31453
145,12,3,0,1,1,0,0,0,5.4878,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58,1,0,1,0,0,1,0,0,0,0,0,0,1,LdapInjection,36863
13,1,1,0,0,0,0,0,0,3.7004,0,0,213,11,11,0,4,5.4084,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,111,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,25497
106,9,1,0,0,0,0,0,0,5.0314,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,103,1,0,1,1,0,0,0,1,0,0,1,1,1,XSS,46910
18,2,1,1,0,0,0,0,0,3.7255,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26,0,0,1,0,0,1,1,0,0,0,0,0,1,OsCommanding,43787
56,7,13,0,0,2,3,0,0,3.7713,1,0,6,0,0,0,0,2.585,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,118,1,0,1,0,0,1,0,1,0,0,0,0,1,OsCommanding,43737
90,6,3,0,3,1,0,0,0,5.1551,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,78,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,10291
21,2,1,0,1,0,0,0,0,4.0114,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,41,0,0,1,0,0,1,0,0,0,0,0,0,0,Valid,21119
142,11,1,0,2,2,0,0,0,5.4408,0,0,236,14,14,0,2,5.1139,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,1,0,0,1,1,0,0,0,0,0,0,Valid,22532
69,6,1,0,0,0,0,0,0,5.1372,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,23457
81,7,1,0,0,0,0,0,0,4.8038,0,0,278,15,15,0,3,5.175,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,98,1,0,1,0,0,1,1,0,0,0,0,0,1,PathTransversal,35972
55,4,1,0,1,0,0,0,0,4.8537,0,0,35,2,2,0,0,4.4791,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24,0,0,1,0,0,1,0,1,0,0,0,0,0,Valid,24072
16,1,1,0,0,0,0,0,0,3.75,0,0,264,11,11,0,11,5.2681,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60,1,0,1,0,0,1,0,0,0,0,0,0,1,OsCommanding,43356
121,8,2,0,3,1,0,0,0,5.4909,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,93,1,0,1,1,0,0,1,0,0,0,1,1,1,SqlInjection,35452
129,9,1,0,0,2,0,0,0,5.287,0,0,279,7,7,0,15,4.8558,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,96,1,0,1,0,0,1,1,0,0,0,0,0,1,SSI,40902
16,2,1,0,0,0,0,0,0,3.625,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,32,1,0,1,1,0,0,1,0,0,0,1,1,1,XPathInjection,49989
98,6,2,0,0,3,0,0,0,5.4252,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,34,1,0,1,1,0,0,1,0,0,0,1,1,0,Valid,33876
19,2,0,0,1,0,0,0,0,3.8269,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,26080
69,4,1,0,0,0,0,0,0,4.8835,0,0,275,12,12,0,7,5.2893,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,0,0,1,0,0,1,0,1,0,0,0,0,1,SqlInjection,42437
111,8,1,0,0,0,0,0,0,4.679,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,55,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,29480
20,1,1,0,0,0,0,0,0,4.0219,0,0,169,10,10,0,3,5.1516,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,0,0,1,0,0,1,1,0,0,0,0,0,0,Valid,8688
121,11,2,0,2,0,0,0,0,5.2562,0,0,155,8,8,0,0,5.0259,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,112,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,8673
24,1,1,0,0,0,0,0,0,4.0221,0,0,213,10,10,0,1,5.4346,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,28,0,0,1,0,0,1,1,0,0,0,0,0,0,Valid,21502
89,7,2,0,0,0,0,0,0,4.9725,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,45,1,0,1,1,0,0,1,0,0,0,1,1,1,LdapInjection,37526
51,3,2,0,0,0,0,0,0,5.133,0,0,171,10,10,0,0,5.2829,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58,1,0,1,0,0,1,0,1,0,0,0,0,1,SSI,40725
101,7,1,0,1,1,0,0,0,5.2368,0,0,128,7,7,0,3,5.1916,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,113,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,16826
93,7,2,0,1,0,0,0,0,4.9887,0,0,241,9,9,0,7,5.2769,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,85,1,0,1,0,0,1,0,1,0,0,0,0,1,SqlInjection,42551
23,1,1,0,0,1,0,0,0,4.3496,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,132,1,0,1,1,0,0,1,0,0,0,1,1,1,LdapInjection,37286
62,4,1,0,0,0,0,0,0,4.7108,1,0,96,4,4,0,1,4.6755,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,70,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,3067
102,7,1,0,1,0,0,0,0,5.1771,0,0,179,9,9,0,9,5.2144,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29,1,0,1,0,0,1,0,1,0,0,0,0,1,SqlInjection,42604
49,4,1,0,1,0,0,0,0,4.7676,0,0,261,10,10,0,10,5.3824,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,52,1,0,1,0,0,1,1,0,0,0,0,0,1,OsCommanding,43603
67,7,2,0,0,0,0,0,0,5.1791,0,0,224,11,11,0,2,5.0594,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,102,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,22338
110,9,1,0,3,2,0,0,0,5.103,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,85,1,0,1,1,0,0,0,1,0,0,0,1,1,PathTransversal,45410
18,2,1,0,0,0,0,0,0,3.7255,0,0,49,2,2,0,0,4.2133,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,96,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,13554
78,5,2,0,2,0,0,0,0,5.0304,0,0,31,2,2,0,0,3.7324,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,20296
111,10,3,0,2,1,0,0,0,5.2499,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,118,1,0,1,1,0,0,1,0,0,0,0,1,0,Valid,5921
24,2,3,0,0,0,0,0,0,4.0221,0,0,33,1,1,0,1,3.559,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57,1,0,1,0,0,1,1,0,0,0,0,0,1,SqlInjection,41682
11,1,1,0,0,0,0,0,0,3.0272,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,100,1,0,1,1,0,0,0,0,0,0,1,1,0,Valid,5066
55,5,1,0,1,0,0,0,0,4.902,0,0,243,10,10,0,14,5.1871,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,1,0,1,0,0,1,1,0,0,0,0,0,1,LdapInjection,37963
31,2,1,0,0,0,0,0,0,4.6316,0,0,132,8,8,0,3,5.1206,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,13354
87,9,1,0,0,1,0,0,0,5.3503,0,0,287,15,15,0,4,5.4337,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,137,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,30718
23,1,1,0,0,0,0,0,0,4.3168,0,0,284,14,14,0,5,5.3758,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,103,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,19406
78,6,1,0,0,0,0,0,0,4.9919,0,0,191,8,8,0,8,5.2485,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,1,0,1,0,0,1,1,0,0,0,0,0,1,PathTransversal,45966
41,3,1,0,0,0,0,0,0,3.9948,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,87,1,0,1,1,0,0,0,0,0,0,1,1,1,SqlInjection,41462
68,6,3,0,1,0,0,0,0,4.9495,0,0,158,8,8,0,2,5.1277,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,79,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,28612
25,1,1,0,1,1,0,0,0,4.4839,0,0,193,10,10,0,2,5.3495,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,0,1,0,0,1,1,0,0,0,0,0,0,Valid,147
26,2,1,0,0,1,0,0,0,4.3927,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,68,1,0,1,1,0,0,0,1,0,0,1,1,0,Valid,4558
111,8,5,0,0,2,0,0,0,5.1941,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,75,1,0,1,1,0,0,0,0,0,0,0,1,0,Valid,5293
10,1,1,0,0,0,0,0,0,3.1219,0,0,164,10,10,0,5,5.2122,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,100,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,19719
12,2,2,0,0,0,0,0,0,3.085,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,97,1,0,1,0,0,1,1,0,0,0,0,0,1,OsCommanding,44445
96,9,1,0,1,1,0,0,0,4.9316,1,0,124,2,2,0,13,4.6056,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,45,1,0,1,0,0,1,0,0,0,0,0,0,1,XPathInjection,49223
32,3,1,0,0,0,0,0,0,4.4528,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,21146
49,6,1,0,0,2,0,0,0,4.7214,0,0,203,10,10,0,6,5.2666,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,12856
102,9,1,0,0,0,0,0,0,5.0358,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,84,1,0,1,1,0,0,0,0,0,0,1,1,0,Valid,5526
35,2,1,0,2,0,0,0,0,4.5934,0,0,45,3,3,0,0,4.2048,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,84,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,17604
111,10,2,0,2,2,0,0,0,5.468,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,0,0,1,1,0,0,0,1,0,0,1,1,1,SqlInjection,35132
73,4,1,0,1,1,0,0,0,5.3917,0,0,205,12,12,0,3,5.4029,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,67,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,3120
24,2,1,0,0,0,0,0,0,4.1368,1,0,184,12,12,0,4,5.3511,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,70,1,0,1,0,0,1,0,0,0,0,0,0,1,PathTransversal,45888
161,12,4,0,0,1,0,0,0,5.299,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,21,0,0,1,1,0,0,0,1,0,0,0,1,0,Valid,7291
47,3,1,0,0,0,0,0,0,4.5967,0,0,206,11,11,0,4,5.1674,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,0,0,1,0,0,1,0,1,0,0,0,0,0,Valid,13315
23,2,1,0,0,0,0,0,0,4.056,1,0,187,12,12,0,3,5.2976,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,102,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,1668
62,5,1,0,0,0,0,0,0,5.0778,0,0,255,4,4,0,32,4.9018,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,1,XPathInjection,49120
89,6,1,0,0,0,0,0,0,4.4501,0,0,320,15,15,0,12,5.2302,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,76,1,0,1,0,0,1,1,0,0,0,0,0,1,SSI,39669
28,2,1,0,0,0,1,0,0,4.2359,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,104,1,0,1,1,0,0,0,1,0,0,1,1,1,OsCommanding,36669
60,6,2,0,1,0,0,0,0,5.0314,1,0,330,15,15,0,5,5.4479,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,101,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,8242
78,8,1,0,0,1,0,0,0,5.0003,0,0,278,11,11,0,4,5.3428,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,43,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,16506
56,4,1,0,0,2,0,0,0,4.9677,0,0,152,2,2,0,19,4.8724,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,1,XSS,47522
9,1,2,0,0,0,0,0,0,2.9477,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,53,1,0,1,1,0,0,0,1,0,0,0,1,1,XSS,46852
39,5,5,0,0,0,1,0,0,3.9653,1,0,63,0,0,0,5,4.2971,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,40,1,0,1,0,0,1,0,0,0,0,0,0,1,OsCommanding,44416
89,7,4,0,1,0,0,0,0,5.307,0,0,248,12,12,0,1,5.2252,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24,1,0,1,0,0,1,0,0,0,0,0,0,0,Valid,19659
115,10,1,0,0,0,0,0,0,5.2955,0,0,340,9,9,0,26,5.1489,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,0,0,1,0,0,1,0,1,0,0,0,0,1,XSS,47428
60,5,1,0,0,1,0,0,0,4.9253,0,0,68,4,4,0,0,4.5047,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,127,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,2129
15,1,1,0,0,0,0,0,0,3.4566,0,0,27,1,1,0,0,3.9023,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,54,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,15524
98,8,2,0,0,3,0,0,0,5.4319,0,0,90,3,3,0,4,5.0415,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,116,1,0,1,0,0,1,0,1,0,0,0,0,0,Valid,32417
51,5,1,0,1,0,0,0,0,4.8417,1,0,70,2,2,0,1,4.5778,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,110,1,0,1,0,0,1,1,0,0,0,0,0,0,Valid,16885
133,11,3,0,1,2,0,0,0,5.3262,0,0,130,2,2,0,16,4.6722,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,84,1,0,1,0,0,1,0,0,0,0,0,0,1,XSS,47767
120,9,1,0,0,0,0,0,0,5.1946,1,0,247,11,11,0,13,5.176,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,83,1,0,1,0,0,1,0,1,0,0,0,0,1,PathTransversal,45826
33,2,1,0,0,0,0,0,0,4.4383,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18,0,0,1,0,0,1,0,1,0,0,0,0,0,Valid,21851
105,9,2,0,1,0,0,0,0,5.0438,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,110,1,0,1,1,0,0,0,0,0,0,1,1,0,Valid,6238
85,7,1,0,0,1,0,0,0,5.1972,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,27,0,0,1,1,0,0,0,1,0,0,0,1,0,Valid,4688
9,1,1,0,0,0,0,0,0,2.9477,1,0,334,14,14,0,14,5.3038,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56,1,0,1,0,0,1,0,1,0,0,0,0,1,SSI,39765
76,8,1,0,1,0,0,0,0,4.8039,0,0,301,11,11,0,18,5.3906,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,85,1,0,1,0,0,1,0,1,0,0,0,0,1,PathTransversal,45643
50,3,1,0,1,1,0,0,0,4.9835,0,0,99,4,4,0,4,4.8696,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62,1,0,1,0,0,1,1,0,0,0,0,0,1,PathTransversal,44777
44,4,1,0,0,0,0,0,0,4.516,0,0,225,5,5,0,23,5.1565,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,96,1,0,1,0,0,1,0,1,0,0,0,0,1,XPathInjection,35861
9,1,1,0,0,0,0,0,0,3.1699,0,0,250,8,8,0,16,5.2371,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,33,1,0,1,0,0,1,0,0,0,0,0,0,1,XPathInjection,48793
175,12,2,0,1,1,0,0,0,5.5466,0,0,265,7,7,0,26,4.8846,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29,1,0,1,0,0,1,0,1,0,0,0,0,1,XPathInjection,49862
45,4,1,0,1,1,0,0,0,4.8361,1,0,161,10,10,0,0,5.1127,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44,1,0,1,0,0,1,0,1,0,0,0,0,1,LdapInjection,36851
36,3,1,0,0,0,0,0,0,4.7045,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,38,1,0,1,1,0,0,1,0,0,0,1,1,1,PathTransversal,46014
79,8,1,0,1,2,0,0,0,5.2085,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,98,1,0,1,1,0,0,0,1,0,0,0,1,0,Valid,34209
93,7,2,0,0,0,0,0,0,4.7683,0,0,442,15,15,0,27,5.2654,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,129,1,0,1,0,0,1,0,1,0,0,0,0,1,SqlInjection,41557
107,7,1,0,0,0,0,0,0,5.1495,0,0,235,13,13,0,2,5.2849,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,27,0,0,1,0,0,1,1,0,0,0,0,0,0,Valid,24292
